Time_s,S0,S1,S2,S3
0.789878,0.036835,-0.152863,-0.727997,-0.668396
0.790546,0.036194,-0.318207,-0.661621,-0.684357
0.791200,0.043518,-0.199585,-0.798309,-0.572968
0.791859,0.037659,-0.307343,-0.653687,-0.695129
0.792564,0.034515,-0.154266,-0.654266,-0.747345
0.793217,0.043671,-0.205292,-0.725616,-0.660583
0.793868,0.042877,-0.294891,-0.690186,-0.662415
0.794635,0.042084,-0.271942,-0.567993,-0.780731
0.795299,0.037811,-0.103882,-0.582153,-0.809204
0.795957,0.044342,-0.212555,-0.674103,-0.708527
0.796669,0.045380,-0.181458,-0.669373,-0.723816
0.797324,0.042938,-0.021393,-0.668823,-0.743591
0.797974,0.043579,-0.084412,-0.719421,-0.691986
0.798612,0.046631,-0.109924,-0.668121,-0.737091
0.799315,0.045258,-0.092957,-0.641266,-0.765808
0.799979,0.042572,-0.109924,-0.588379,-0.801727
0.800868,0.045929,-0.156006,-0.664001,-0.732025
0.801580,0.046997,-0.110474,-0.686066,-0.720947
0.802274,0.046661,-0.111969,-0.574646,-0.815308
0.803042,0.042114,-0.241333,-0.630463,-0.739136
0.803702,0.049896,-0.025757,-0.693024,-0.722443
0.804360,0.048859,-0.168549,-0.659180,-0.737854
0.805014,0.037781,-0.101959,-0.521851,-0.849518
0.805679,0.044250,-0.064056,-0.661163,-0.747955
0.806350,0.047333,-0.108551,-0.682190,-0.726746
0.807119,0.047302,-0.269409,-0.478699,-0.839172
0.807871,0.044830,-0.192627,-0.598389,-0.778717
0.808530,0.047607,-0.223083,-0.657715,-0.721161
0.809185,0.043732,-0.102966,-0.626068,-0.777313
0.809964,0.035126,0.102631,-0.507904,-0.860535
0.810700,0.043457,-0.094940,-0.691986,-0.717316
0.811697,0.035645,-0.185272,-0.657379,-0.733093
0.812440,0.046112,-0.104767,-0.581055,-0.808319
0.813164,0.046234,-0.103180,-0.567474,-0.821442
0.813839,0.040436,-0.029419,-0.615387,-0.791870
0.814512,0.044739,-0.129120,-0.616821,-0.776642
0.815187,0.041321,-0.154877,-0.659302,-0.736755
0.815864,0.042053,-0.192993,-0.620636,-0.765381
0.816511,0.044922,-0.210205,-0.651031,-0.730621
0.817192,0.046112,-0.125000,-0.636932,-0.761932
0.817920,0.036591,-0.106140,-0.643890,-0.759460
0.818565,0.046021,-0.086029,-0.652008,-0.756012
0.819184,0.045502,-0.086700,-0.695587,-0.713715
0.819839,0.042450,-0.129883,-0.681824,-0.722961
0.820500,0.046814,-0.174164,-0.636719,-0.754700
0.821147,0.043030,-0.136200,-0.642578,-0.757477
0.821770,0.042664,-0.193970,-0.648712,-0.741394
0.822487,0.044800,-0.210205,-0.614288,-0.765320
0.823106,0.039917,-0.045898,-0.628448,-0.779846
0.823760,0.045380,-0.169373,-0.661316,-0.733887
0.824483,0.045349,-0.145172,-0.618958,-0.774200
0.825171,0.047638,-0.190399,-0.667328,-0.723083
0.825867,0.043030,-0.170227,-0.653198,-0.738312
0.826499,0.048279,-0.276001,-0.638000,-0.720001
0.827181,0.036713,-0.030029,-0.655029,-0.760010
0.827861,0.040710,-0.139648,-0.716217,-0.686951
0.828810,0.045563,-0.171387,-0.711700,-0.683472
0.829622,0.044922,-0.315063,-0.532532,-0.786591
0.830368,0.043701,-0.089966,-0.627625,-0.778259
0.831032,0.041931,-0.098267,-0.650665,-0.755463
0.831689,0.044891,-0.224304,-0.580261,-0.783966
0.832338,0.043762,-0.242920,-0.595154,-0.767212
0.832960,0.045746,-0.130554,-0.661530,-0.738953
0.833582,0.042755,-0.047028,-0.656006,-0.756439
0.834286,0.041718,-0.256439,-0.565948,-0.783905
0.834941,0.041565,-0.229095,-0.552887,-0.801788
0.835637,0.040283,-0.322662,-0.697052,-0.645325
0.836363,0.036255,-0.275360,-0.674011,-0.687225
0.836984,0.035645,-0.368561,-0.528351,-0.765472
0.837606,0.041351,-0.308380,-0.643188,-0.702667
0.838311,0.044708,-0.232513,-0.691376,-0.689301
0.838963,0.040436,-0.095032,-0.821289,-0.570160
0.839585,0.037140,-0.256165,-0.699524,-0.669952
0.840247,0.042480,-0.168854,-0.718628,-0.675354
0.840933,0.037781,-0.067963,-0.788849,-0.614105
0.841779,0.034088,-0.243256,-0.708130,-0.667572
0.842426,0.049561,-0.229645,-0.762970,-0.607422
0.843136,0.038391,-0.246429,-0.657898,-0.712921
0.843861,0.038879,-0.260681,-0.772522,-0.585327
0.844492,0.039825,-0.339478,-0.676636,-0.653687
0.845138,0.041687,-0.378510,-0.605164,-0.705627
0.845790,0.033600,-0.211182,-0.718475,-0.669922
0.846441,0.036316,-0.368713,-0.689423,-0.631317
0.847066,0.043213,-0.202728,-0.720734,-0.668945
0.847690,0.040588,-0.286774,-0.691193,-0.664246
0.848339,0.042969,-0.182983,-0.768097,-0.617035
0.848962,0.035614,-0.246155,-0.630798,-0.741028
0.849585,0.045074,-0.303650,-0.748993,-0.589081
0.850209,0.042542,-0.172424,-0.665955,-0.726318
0.850833,0.035645,-0.141754,-0.773224,-0.623718
0.851539,0.044037,-0.260437,-0.706268,-0.664612
0.852162,0.040039,-0.166687,-0.751160,-0.641571
0.852785,0.039703,-0.352539,-0.587585,-0.732727
0.853409,0.047607,-0.299255,-0.710449,-0.642883
0.854090,0.037170,-0.212891,-0.636139,-0.742584
0.854712,0.036896,-0.311249,-0.696442,-0.650513
0.855335,0.038177,-0.311432,-0.600891,-0.736847
0.855989,0.034821,-0.078949,-0.694763,-0.718445
0.856804,0.033569,-0.299469,-0.625671,-0.721954
0.857454,0.041443,-0.329651,-0.692505,-0.643829
0.858159,0.040833,-0.128387,-0.765778,-0.630646
0.858812,0.037079,-0.284668,-0.660919,-0.695557
0.859507,0.041718,-0.291168,-0.751068,-0.597076
0.860167,0.040649,-0.085602,-0.795074,-0.601379
0.860819,0.038391,-0.250000,-0.759644,-0.608185
0.861467,0.039856,-0.299561,-0.645172,-0.705078
0.862392,0.041473,-0.188080,-0.789825,-0.586304
0.863064,0.039124,-0.227722,-0.676086,-0.704254
0.863717,0.036377,-0.310608,-0.737396,-0.606079
0.864343,0.044098,-0.226379,-0.728882,-0.646790
0.864989,0.034637,-0.335999,-0.566162,-0.753998
0.865612,0.030396,-0.209106,-0.669708,-0.715179
0.866237,0.041382,-0.320007,-0.724457,-0.613342
0.866859,0.037872,-0.340607,-0.618378,-0.710175
0.867488,0.042725,-0.213379,-0.760803,-0.614227
0.868294,0.046844,-0.296082,-0.762756,-0.580414
0.868966,0.038300,-0.336609,-0.692688,-0.639038
0.869669,0.042816,-0.331848,-0.686371,-0.652283
0.870388,0.044281,-0.190491,-0.716461,-0.675354
0.871039,0.038544,-0.250000,-0.673828,-0.697632
0.871695,0.037781,-0.264587,-0.686920,-0.677185
0.872463,0.044952,-0.334045,-0.699585,-0.634460
0.873163,0.040161,-0.239746,-0.673523,-0.700928
0.873794,0.039948,-0.245392,-0.754639,-0.615753
0.874443,0.046661,-0.287964,-0.714294,-0.640625
0.875091,0.036224,-0.035553,-0.720825,-0.695435
0.875741,0.039673,-0.284729,-0.662048,-0.696777
0.876366,0.046234,-0.160736,-0.565491,-0.813507
0.877025,0.039978,0.018433,-0.716614,-0.700470
0.877745,0.044983,-0.295105,-0.575836,-0.764374
0.878512,0.048523,-0.238647,-0.554932,-0.801147
0.879274,0.038635,-0.138123,-0.495239,-0.859528
0.879935,0.043030,-0.120178,-0.708160,-0.701721
0.880692,0.051727,-0.287720,-0.636871,-0.715790
0.881366,0.039307,-0.201416,-0.518524,-0.831024
0.882170,0.042206,-0.283569,-0.510834,-0.816040
0.882898,0.043610,-0.205048,-0.594147,-0.780365
0.883590,0.043152,-0.120789,-0.591125,-0.798737
0.884242,0.043579,-0.080536,-0.705536,-0.709747
0.884917,0.044342,-0.225739,-0.685669,-0.694122
0.885550,0.043884,-0.048126,-0.646454,-0.763611
0.886202,0.041107,-0.113251,-0.628235,-0.773529
0.886853,0.044403,-0.150848,-0.690094,-0.708679
0.887639,0.048859,-0.200378,-0.634857,-0.750946
0.888668,0.046265,-0.143158,-0.656891,-0.745117
0.889361,0.038544,-0.177734,-0.454987,-0.874420
0.890040,0.044495,-0.224304,-0.685211,-0.693420
0.890802,0.046875,-0.244110,-0.610260,-0.757904
0.891573,0.048340,-0.081757,-0.673004,-0.739563
0.892218,0.046265,-0.134399,-0.709503,-0.695679
0.892870,0.047363,-0.085327,-0.587708,-0.808075
0.893500,0.044067,-0.220184,-0.607025,-0.767517
0.894200,0.042603,-0.075439,-0.672424,-0.741394
0.894878,0.043945,-0.163879,-0.691193,-0.708008
0.895578,0.051544,-0.282166,-0.598236,-0.751801
0.896240,0.043640,-0.213104,-0.645599,-0.738403
0.896888,0.044128,-0.033478,-0.717590,-0.696655
0.897512,0.041595,-0.084076,-0.581879,-0.814178
0.898135,0.038177,-0.132874,-0.620789,-0.775391
0.898861,0.047882,-0.142334,-0.730774,-0.673096
0.899491,0.046173,-0.273834,-0.573425,-0.773834
0.900170,0.037476,-0.123169,-0.637939,-0.766022
0.900869,0.046387,-0.267883,-0.682556,-0.682556
0.901496,0.044556,-0.095062,-0.576447,-0.812012
0.902188,0.043945,-0.148560,-0.615082,-0.776154
0.902837,0.045563,-0.186249,-0.757111,-0.631592
0.903526,0.044678,-0.228424,-0.506195,-0.833344
0.904241,0.041718,-0.150879,-0.540955,-0.829742
0.905001,0.041626,-0.137177,-0.643829,-0.754425
0.905662,0.042938,-0.215820,-0.521393,-0.829071
0.906284,0.045532,-0.211700,-0.606873,-0.770172
0.906937,0.043457,-0.149811,-0.607605,-0.784821
0.907559,0.046967,-0.096649,-0.634460,-0.768921
0.908189,0.044586,-0.030884,-0.703705,-0.711945
0.908845,0.040588,-0.154572,-0.654572,-0.743195
0.909593,0.041534,-0.077454,-0.530975,-0.847351
0.910256,0.040833,-0.270294,-0.621643,-0.736511
0.911016,0.041412,0.013306,-0.644470,-0.768890
0.911679,0.046814,-0.096100,-0.674530,-0.733337
0.912503,0.041016,-0.165985,-0.653381,-0.739502
0.913151,0.038177,-0.216370,-0.581757,-0.786072
0.913863,0.041809,-0.100464,-0.644135,-0.759827
0.914495,0.045746,-0.232025,-0.618011,-0.754028
0.915185,0.044861,-0.302063,-0.544922,-0.785736
0.915837,0.043823,-0.205902,-0.602966,-0.775238
0.916462,0.046021,-0.221130,-0.631500,-0.747040
0.917083,0.046722,-0.122070,-0.679138,-0.728363
0.917758,0.033630,-0.306030,-0.672150,-0.680328
0.918435,0.047729,-0.123077,-0.786560,-0.605774
0.919249,0.040344,-0.191803,-0.703217,-0.689514
0.920000,0.036499,-0.364349,-0.703522,-0.618103
0.920715,0.047791,-0.201935,-0.805786,-0.561554
0.921368,0.037354,-0.234924,-0.739227,-0.633636
0.922041,0.045746,-0.254059,-0.687500,-0.683472
0.922683,0.036163,-0.197937,-0.752106,-0.629181
0.923305,0.040680,-0.246613,-0.692322,-0.678741
0.923940,0.039429,-0.282715,-0.670563,-0.686920
0.924663,0.040314,-0.220459,-0.711365,-0.668182
0.925290,0.040588,-0.193207,-0.779572,-0.600006
0.925942,0.040955,-0.437225,-0.612122,-0.663696
0.926595,0.044647,-0.130188,-0.785126,-0.611572
0.927299,0.038727,-0.157166,-0.752411,-0.642883
0.927954,0.034821,-0.342133,-0.639496,-0.689484
0.928793,0.039093,-0.324768,-0.684601,-0.656555
0.929458,0.043335,-0.112305,-0.743652,-0.663147
0.930360,0.044464,-0.280090,-0.663910,-0.699188
0.931027,0.039185,-0.225586,-0.713959,-0.665131
0.931699,0.045380,-0.270172,-0.782288,-0.562500
0.932322,0.038208,-0.300903,-0.712402,-0.637177
0.932975,0.039093,-0.269958,-0.739441,-0.619720
0.933621,0.043274,-0.148956,-0.689392,-0.710663
0.934289,0.043030,-0.244141,-0.647888,-0.723022
0.935228,0.039886,-0.018921,-0.724335,-0.694611
0.936119,0.039856,-0.371704,-0.694702,-0.619476
0.937005,0.038177,-0.158173,-0.760223,-0.632660
0.937826,0.035004,-0.441071,-0.679047,-0.591705
0.938650,0.043915,-0.161102,-0.834747,-0.527222
0.939383,0.039978,-0.179565,-0.754547,-0.636383
0.940237,0.041168,-0.235321,-0.691193,-0.688751
0.941010,0.037476,-0.185577,-0.664978,-0.729401
0.941788,0.039062,-0.257080,-0.735870,-0.632080
0.942562,0.044098,-0.232086,-0.617249,-0.753601
0.943291,0.041870,-0.242310,-0.755524,-0.614563
0.943943,0.037750,-0.386475,-0.613556,-0.693237
0.944841,0.036377,-0.174591,-0.771576,-0.614227
0.945704,0.042633,-0.199585,-0.770416,-0.609467
0.946518,0.037384,-0.132355,-0.678925,-0.723053
0.947242,0.041351,-0.320007,-0.666687,-0.677795
0.948107,0.035095,-0.316772,-0.617828,-0.725159
0.948779,0.039154,-0.299072,-0.714966,-0.637878
0.949439,0.043457,-0.092834,-0.719421,-0.694122
0.950160,0.041473,-0.137787,-0.768890,-0.631134
0.950889,0.039215,-0.181427,-0.807526,-0.568604
0.951538,0.042114,-0.205261,-0.733643,-0.650665
0.952244,0.039032,-0.235870,-0.679260,-0.695770
0.953035,0.033661,-0.344086,-0.638641,-0.690613
0.953725,0.044800,-0.218475,-0.750000,-0.626129
0.954444,0.042175,-0.098267,-0.722717,-0.685608
0.955119,0.034973,-0.195404,-0.745819,-0.638672
0.955772,0.040741,-0.344604,-0.709473,-0.619385
0.956524,0.042023,-0.078949,-0.789490,-0.614044
0.957269,0.042755,-0.236053,-0.748932,-0.622345
0.957913,0.033661,-0.290771,-0.641327,-0.711975
0.958572,0.049683,-0.185211,-0.674103,-0.718536
0.959223,0.042358,-0.078278,-0.658722,-0.750000
0.959871,0.043854,-0.282440,-0.566956,-0.774078
0.960551,0.046600,-0.198120,-0.620758,-0.762268
0.961225,0.041504,-0.086670,-0.557800,-0.826691
0.961905,0.044373,-0.167358,-0.652893,-0.739685
0.962878,0.042511,-0.121216,-0.645050,-0.759766
0.963534,0.038818,-0.106140,-0.584930,-0.806610
0.964163,0.045349,-0.224701,-0.696381,-0.682190
0.964786,0.047791,-0.233612,-0.557922,-0.801178
0.965408,0.041138,-0.154663,-0.654663,-0.741547
0.966063,0.041443,-0.120026,-0.653351,-0.753357
0.966685,0.045746,-0.122009,-0.554016,-0.826019
0.967337,0.043152,-0.174469,-0.574493,-0.800018
0.967958,0.045319,-0.247986,-0.589447,-0.772369
0.968643,0.049866,-0.137878,-0.659943,-0.738983
0.969314,0.043365,-0.156128,-0.580170,-0.801697
0.969936,0.048889,-0.233978,-0.584930,-0.781158
0.970587,0.040741,-0.159210,-0.560547,-0.816162
0.971209,0.041565,-0.109833,-0.768646,-0.635315
0.971883,0.048004,-0.047729,-0.681305,-0.734741
0.972514,0.051178,-0.281616,-0.574738,-0.772034
0.973141,0.047363,-0.096924,-0.707367,-0.703491
0.973764,0.051086,-0.244659,-0.619659,-0.746429
0.974390,0.039825,-0.059937,-0.658997,-0.751160
0.975013,0.048035,-0.121674,-0.642609,-0.756683
0.975636,0.043182,-0.125549,-0.651093,-0.751068
0.976258,0.041870,-0.160095,-0.649139,-0.745636
0.976937,0.048584,-0.116547,-0.654144,-0.748138
0.977558,0.046051,-0.150909,-0.509033,-0.851379
0.978546,0.044830,-0.206299,-0.576263,-0.795990
0.979345,0.042175,0.026306,-0.638184,-0.774139
0.980079,0.047607,-0.174927,-0.716736,-0.676819
0.980821,0.047791,-0.176941,-0.617310,-0.769257
0.981509,0.043274,-0.165283,-0.656799,-0.737305
0.982314,0.036377,-0.055573,-0.598511,-0.800507
0.983034,0.041656,-0.223694,-0.596497,-0.771942
0.983808,0.045044,-0.134705,-0.644928,-0.755127
0.984456,0.040527,-0.122742,-0.706848,-0.702301
0.985126,0.043182,-0.119171,-0.689392,-0.714905
0.985840,0.044586,-0.321747,-0.551239,-0.770508
0.986496,0.035797,-0.103119,-0.590210,-0.806702
0.987168,0.044037,-0.112518,-0.656250,-0.747925
0.987794,0.047943,-0.218414,-0.689667,-0.691589
0.988439,0.043243,-0.131378,-0.682220,-0.720367
0.989064,0.041412,-0.128906,-0.591125,-0.797791
0.989690,0.046234,-0.194824,-0.582275,-0.794373
0.990315,0.042969,-0.238312,-0.657471,-0.717041
0.991039,0.046265,-0.150818,-0.696442,-0.704376
0.991670,0.042145,-0.286041,-0.567688,-0.777313
0.992337,0.044952,0.032623,-0.726532,-0.687775
0.992959,0.046753,-0.119049,-0.656769,-0.748016
0.993612,0.047333,-0.195007,-0.662170,-0.723969
0.994493,0.036346,-0.045471,-0.535370,-0.843445
0.995228,0.040527,-0.102295,-0.593201,-0.802277
0.995987,0.044952,-0.157166,-0.644928,-0.753082
0.996608,0.042206,-0.278931,-0.518616,-0.812012
0.997260,0.044586,-0.132233,-0.648773,-0.754150
0.997984,0.050873,-0.212128,-0.588745,-0.783569
0.998606,0.048645,-0.232239,-0.597382,-0.769684
0.999311,0.039185,-0.190186,-0.675232,-0.713684
0.999935,0.038483,-0.141174,-0.849304,-0.516754
1.000589,0.038727,-0.149292,-0.675385,-0.722778
1.001237,0.035828,-0.153870,-0.620514,-0.769257
1.001886,0.040710,-0.270294,-0.727478,-0.635162
1.002542,0.039642,-0.192169,-0.687775,-0.703064
1.003189,0.042480,-0.318207,-0.692657,-0.651520
1.003906,0.044647,-0.317780,-0.665894,-0.675262
1.004633,0.033875,-0.190247,-0.709259,-0.679352
1.005311,0.040436,-0.154572,-0.750000,-0.647736
1.005943,0.038452,-0.238098,-0.611908,-0.757172
1.006710,0.042572,-0.127716,-0.803040,-0.586609
1.007390,0.037537,-0.238708,-0.713593,-0.663330
1.008094,0.037567,-0.232147,-0.747772,-0.627258
1.008835,0.039001,-0.323120,-0.700500,-0.636810
1.009621,0.044556,-0.188019,-0.762421,-0.623993
1.010286,0.035278,-0.276062,-0.705750,-0.656250
1.011085,0.035706,-0.484558,-0.551575,-0.683014
1.011950,0.041382,-0.237793,-0.768890,-0.595581
1.012782,0.042419,-0.234650,-0.714935,-0.664490
1.013435,0.046234,-0.116180,-0.734863,-0.671722
1.014113,0.034851,-0.251343,-0.714294,-0.658752
1.014862,0.044373,-0.268616,-0.747955,-0.611572
1.015484,0.037628,-0.223053,-0.683838,-0.700989
1.016107,0.033173,-0.357880,-0.667542,-0.659912
1.016809,0.038788,-0.283020,-0.683990,-0.674530
1.017463,0.035858,-0.107147,-0.686829,-0.725281
1.018088,0.033936,-0.263458,-0.672058,-0.693573
1.018736,0.049530,-0.240753,-0.772247,-0.592621
1.019391,0.036407,-0.239807,-0.691345,-0.683685
1.020050,0.039673,-0.320282,-0.672821,-0.668213
1.020689,0.044159,-0.125000,-0.785431,-0.606262
1.021413,0.038361,-0.290894,-0.687500,-0.670685
1.022062,0.033630,-0.192963,-0.684784,-0.706543
1.022718,0.041351,-0.253357,-0.702240,-0.668915
1.023416,0.036713,-0.133179,-0.690979,-0.716095
1.024073,0.035919,-0.312836,-0.635925,-0.707703
1.024740,0.043121,-0.205536,-0.800873,-0.563568
1.025565,0.038116,-0.100983,-0.757233,-0.646637
1.026312,0.035065,-0.301056,-0.704193,-0.643982
1.026956,0.041199,-0.228912,-0.717804,-0.662231
1.027660,0.043732,-0.263611,-0.707123,-0.661102
1.028360,0.035461,-0.341980,-0.647675,-0.686554
1.029049,0.042542,-0.345520,-0.682404,-0.648071
1.029710,0.046204,-0.196533,-0.619415,-0.761200
1.030361,0.040558,-0.240997,-0.632904,-0.736511
1.030984,0.040649,-0.224457,-0.768890,-0.602234
1.031611,0.043243,-0.036194,-0.778748,-0.629791
1.032231,0.042084,-0.319580,-0.665222,-0.678284
1.033004,0.034607,-0.170227,-0.723419,-0.675537
1.033785,0.043579,-0.276154,-0.667389,-0.692474
1.034415,0.032776,-0.112366,-0.693848,-0.713501
1.035070,0.039734,-0.268524,-0.659729,-0.703705
1.035879,0.037659,-0.165863,-0.587830,-0.795135
1.036519,0.040283,-0.079926,-0.755737,-0.650696
1.037242,0.038849,-0.161163,-0.786743,-0.599548
1.037891,0.042999,-0.265961,-0.736176,-0.625549
1.038541,0.034393,-0.080231,-0.695190,-0.719269
1.039190,0.037415,-0.161774,-0.669128,-0.725494
1.039892,0.043457,-0.233063,-0.718231,-0.661041
1.040543,0.039001,-0.113220,-0.700500,-0.707550
1.041262,0.043091,-0.170227,-0.655334,-0.736176
1.041927,0.052368,-0.176971,-0.590546,-0.788086
1.042590,0.043579,-0.137665,-0.670044,-0.734833
1.043365,0.045227,-0.086517,-0.736298,-0.673004
1.044054,0.051331,-0.185730,-0.660736,-0.732147
1.044796,0.045441,-0.201721,-0.626617,-0.755371
1.045508,0.042114,-0.037140,-0.716187,-0.703064
1.046207,0.044830,-0.197968,-0.595947,-0.781647
1.046860,0.048309,-0.224731,-0.629242,-0.747192
1.047641,0.040802,-0.172668,-0.587463,-0.793732
1.048403,0.040527,-0.070160,-0.649323,-0.757935
1.049054,0.041656,-0.134369,-0.548462,-0.830414
1.049738,0.047943,-0.290100,-0.597351,-0.750000
1.050362,0.046783,-0.027679,-0.774719,-0.636383
1.051025,0.046692,-0.334015,-0.478271,-0.816223
1.051793,0.040955,-0.299561,-0.488739,-0.824341
1.052543,0.043213,-0.282074,-0.600433,-0.752167
1.053291,0.050781,-0.152039,-0.675842,-0.725281
1.053942,0.043121,-0.100006,-0.668091,-0.738312
1.054663,0.039368,-0.315430,-0.556091,-0.771057
1.055386,0.041321,-0.073334,-0.655579,-0.755585
1.056010,0.047882,-0.188263,-0.546570,-0.819855
1.056746,0.043274,-0.236053,-0.613739,-0.755371
1.057400,0.043182,-0.255341,-0.648956,-0.719177
1.058043,0.050293,-0.188873,-0.640289,-0.744629
1.058671,0.039062,-0.266418,-0.640930,-0.720093
1.059315,0.038269,-0.115387,-0.723572,-0.685120
1.060002,0.043152,-0.091492,-0.587250,-0.804260
1.060751,0.044434,-0.279846,-0.582306,-0.765442
1.061575,0.039337,-0.004700,-0.628510,-0.782715
1.062270,0.042725,-0.153687,-0.623383,-0.770569
1.062943,0.045624,0.002014,-0.651215,-0.764130
1.063655,0.049774,-0.183350,-0.692596,-0.700012
1.064370,0.043243,-0.195679,-0.669983,-0.717407
1.065060,0.047852,-0.231873,-0.616943,-0.754059
1.065819,0.039246,-0.287598,-0.531982,-0.798889
1.066535,0.040588,-0.236389,-0.629547,-0.745483
1.067159,0.046204,-0.126495,-0.596863,-0.794495
1.067856,0.042267,-0.153687,-0.660187,-0.740265
1.068522,0.041382,-0.219360,-0.570770,-0.797180
1.069167,0.042877,-0.182983,-0.631927,-0.755341
1.069888,0.044373,-0.187256,-0.578217,-0.796326
1.070544,0.043732,-0.009064,-0.615387,-0.789612
1.071218,0.038361,-0.093323,-0.631592,-0.772736
1.071863,0.045288,-0.150604,-0.628540,-0.765076
1.072652,0.038910,-0.035858,-0.647430,-0.762970
1.073365,0.040710,-0.162903,-0.633514,-0.760193
1.074012,0.045013,-0.143738,-0.645752,-0.751038
1.074647,0.042084,-0.067413,-0.606537,-0.795654
1.075271,0.047119,-0.143463,-0.696747,-0.706970
1.076012,0.051270,-0.132629,-0.652344,-0.750916
1.076688,0.036407,-0.187805,-0.592773,-0.787354
1.077367,0.045135,-0.215454,-0.658539,-0.721558
1.078036,0.049316,-0.280609,-0.506348,-0.818573
1.078818,0.044769,-0.247833,-0.476105,-0.847839
1.079500,0.046936,-0.154297,-0.677734,-0.722656
1.080239,0.047333,-0.074249,-0.600464,-0.799133
1.081005,0.047516,-0.259644,-0.613464,-0.748077
1.081729,0.040131,-0.087158,-0.754608,-0.655975
1.082607,0.034546,-0.125000,-0.646301,-0.757996
1.083367,0.037750,-0.308258,-0.614105,-0.728180
1.084087,0.041321,-0.193756,-0.754181,-0.633362
1.084811,0.043304,-0.137726,-0.773315,-0.622894
1.085537,0.033844,-0.204926,-0.666687,-0.724060
1.086436,0.040283,-0.197754,-0.756836,-0.625000
1.087145,0.040619,-0.331085,-0.677948,-0.659912
1.087881,0.046478,-0.363251,-0.616608,-0.699554
1.088708,0.042603,-0.238220,-0.688843,-0.686707
1.089381,0.034576,-0.316498,-0.619690,-0.720764
1.090036,0.040161,-0.155273,-0.744293,-0.655273
1.090749,0.041565,-0.190277,-0.736755,-0.652679
1.091556,0.038361,-0.144257,-0.747620,-0.653870
1.092213,0.043274,-0.400452,-0.663147,-0.635620
1.092969,0.039642,-0.174438,-0.702332,-0.693024
1.093623,0.040131,0.064697,-0.726471,-0.691193
1.094306,0.039246,-0.284058,-0.711273,-0.650238
1.095110,0.035858,-0.297455,-0.756439,-0.584625
1.095781,0.036560,-0.229279,-0.696533,-0.685608
1.096450,0.033081,-0.315643,-0.667603,-0.681580
1.097272,0.041534,-0.316376,-0.725677,-0.612854
1.097954,0.037872,-0.348785,-0.614655,-0.712219
1.098630,0.037476,-0.164246,-0.779419,-0.605408
1.099290,0.034210,-0.370972,-0.655914,-0.661316
1.099945,0.040741,-0.110870,-0.808716,-0.582611
1.100594,0.033875,-0.211639,-0.681396,-0.702332
1.101267,0.041565,-0.331146,-0.708344,-0.627197
1.101973,0.042480,-0.331177,-0.727295,-0.601746
1.102635,0.033905,-0.078827,-0.744568,-0.668488
1.103288,0.035736,-0.156433,-0.810272,-0.566681
1.104293,0.033661,-0.372284,-0.633179,-0.682068
1.105076,0.039185,-0.236115,-0.768524,-0.601868
1.105822,0.038757,-0.129730,-0.757080,-0.641510
1.106477,0.037170,-0.272278,-0.715363,-0.651001
1.107137,0.040222,-0.319641,-0.682678,-0.659821
1.107810,0.039307,-0.210297,-0.761688,-0.614502
1.108457,0.033447,-0.425598,-0.667450,-0.611633
1.109183,0.041199,-0.296478,-0.727905,-0.619476
1.109879,0.041962,-0.166687,-0.723694,-0.675446
1.110630,0.042206,-0.194824,-0.722961,-0.664520
1.111384,0.029572,-0.408020,-0.719360,-0.568420
1.112200,0.035858,-0.312225,-0.665863,-0.678070
1.112969,0.042114,-0.192657,-0.772736,-0.606079
1.113639,0.035034,-0.136383,-0.722229,-0.684357
1.114379,0.039154,-0.344055,-0.692688,-0.639923
1.115139,0.044769,-0.314301,-0.763275,-0.571442
1.115901,0.039948,0.036865,-0.815674,-0.585266
1.116640,0.034363,-0.202393,-0.688110,-0.700012
1.117366,0.037109,-0.309418,-0.710419,-0.633667
1.118023,0.037201,-0.226624,-0.746307,-0.633026
1.118781,0.040680,-0.166687,-0.777039,-0.612640
1.119673,0.038879,-0.196686,-0.751190,-0.637451
1.120488,0.043671,-0.123444,-0.744781,-0.658997
1.121346,0.037018,-0.116364,-0.789612,-0.608917
1.122195,0.041321,-0.253326,-0.821594,-0.513245
1.122844,0.036591,-0.112518,-0.555023,-0.830017
1.123592,0.040649,-0.024902,-0.687805,-0.730774
1.124290,0.048309,-0.145294,-0.683044,-0.717010
1.124942,0.042145,-0.216461,-0.616913,-0.757599
1.125602,0.037964,-0.092529,-0.610016,-0.792511
1.126316,0.044525,-0.250000,-0.514374,-0.823792
1.126942,0.051697,-0.102020,-0.676025,-0.732025
1.127663,0.039154,-0.239563,-0.632568,-0.741882
1.128355,0.046509,-0.198425,-0.672638,-0.714294
1.129147,0.046875,-0.341095,-0.554291,-0.759705
1.129893,0.043549,-0.156006,-0.636780,-0.756439
1.130586,0.045746,-0.188019,-0.678009,-0.716003
1.131413,0.045013,-0.152466,-0.634155,-0.760193
1.132096,0.047363,-0.224457,-0.548889,-0.808899
1.132775,0.041382,-0.222473,-0.742310,-0.634369
1.133431,0.048279,-0.321991,-0.581451,-0.751923
1.134168,0.045319,-0.159302,-0.631073,-0.762115
1.134902,0.037018,-0.086212,-0.605927,-0.793121
1.135595,0.040161,-0.100006,-0.654572,-0.754547
1.136367,0.041321,-0.281952,-0.596924,-0.753326
1.137238,0.046692,-0.203125,-0.664062,-0.720703
